,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
148,0,3,-0.3023526370630764,1,3,3,0,4,0,20,2,2,0,2,6,4,1.084114532533433,0.9755751289855163,1,1,12,13,3,4,2,0.5184000232081849,-0.2886528311122454,-0.37861558214952484,0.051465711262348245,1,0,1,-0.21380663574904932,-0.7951632272572445,0,-0.8289803395673123,1,0,1,0,3,1,2,4,6,0,0,-2.2129629830885067,2,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,3,2,8,4,141000
149,4,4,-0.4286323959092281,1,3,3,0,4,0,3,2,2,0,0,4,3,-1.1680960345409799,-1.689368497954768,1,1,8,8,3,4,0,-0.9730181828073765,-0.2886528311122454,0.7442788646496441,-0.3680939243859133,1,2,1,-0.6899289437659982,0.23146749522186363,0,-0.3264107560768356,0,0,1,0,3,1,3,5,6,0,1,-1.0900593463198789,2,0.8440460612753727,1.0167044689067515,-0.3593249004055313,0,-0.2702083542015609,0,0,3,0,8,4,115000
150,0,3,-0.016118517011799383,1,3,3,0,0,0,5,2,2,0,2,4,5,0.12361296716346273,-0.47803048570918427,1,1,6,6,3,4,1,0.5973574576443029,-0.2886528311122454,-0.7114088960194398,-0.20163819937328784,1,4,1,-0.5010325933027522,-0.7951632272572445,0,-1.040288005353081,0,0,1,1,3,1,3,3,6,0,2,-0.15430631567935563,2,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,0,1,8,4,122000
151,0,3,0.3381663619732372,1,3,3,0,4,0,16,2,2,0,2,7,4,1.1834767634337746,1.1209356904549863,3,1,12,13,2,4,2,2.097548711930544,-0.2886528311122454,-0.5823665906413096,1.4880014202754177,1,0,1,1.416394744961156,-0.7951632272572445,0,0.3703334392167798,1,0,2,0,2,1,2,4,6,1,3,1.838847639584959,2,-0.7521758378613592,0.8355268142498666,-0.3593249004055313,0,-0.2702083542015609,0,0,0,2,6,5,372402
152,5,3,0.4295688540904517,1,0,3,0,1,0,14,2,2,0,5,5,4,-0.008870007370326258,-0.6718445676684777,1,1,6,6,3,4,1,-0.06062116265668009,-0.2886528311122454,-0.3582404813003464,-0.5299892185762751,1,2,1,-0.169817074682266,1.2580982177009719,0,0.9090728033372529,0,0,2,1,4,1,3,6,6,1,2,0.10302576774678827,2,-0.7521758378613592,0.29199385027921226,-0.3593249004055313,0,-0.2702083542015609,0,0,5,0,8,4,190000
153,0,3,0.29897954791859804,1,3,3,0,4,0,4,2,2,0,2,5,6,-0.373198187338246,-0.47803048570918427,0,1,3,10,3,4,1,-0.03210875577697083,6.4084394277646055,-1.073632911115946,1.2417381558731773,1,2,1,0.23126421739722897,-0.7951632272572445,0,-0.5015486412326078,1,0,1,0,1,1,3,2,6,1,2,0.4258605633177688,2,2.5120979458732577,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,2,2,8,4,235000
154,1,4,0.08249996132519523,1,3,3,0,0,0,17,2,2,0,2,5,4,-1.5986657017757941,-1.689368497954768,1,1,13,14,3,4,0,-0.9730181828073765,-0.2886528311122454,1.4325044933330058,0.325091560598171,1,4,1,0.09670791295765646,-0.7951632272572445,0,-0.6005396197989138,0,0,1,0,4,1,3,5,6,0,1,-0.7531882552892905,2,-0.7521758378613592,-0.704483250333654,3.37237175348001,0,-0.2702083542015609,0,0,2,0,8,3,125000
155,4,3,-0.09188637231949037,1,3,3,0,0,0,7,0,2,0,0,5,4,-1.5655449581423468,-1.689368497954768,1,1,13,14,3,4,0,-0.9730181828073765,-0.2886528311122454,0.01077523407921921,-1.106883717592635,3,1,0,-1.5283182252741039,0.4056280642138552,0,-0.7985215769315258,0,0,1,0,2,1,3,3,6,0,0,-2.2129629830885067,0,-0.7521758378613592,-0.5836981472290642,1.7356626947582814,0,-0.2702083542015609,0,0,3,2,8,4,79000
156,0,3,-0.33241924631216013,1,3,3,0,4,0,12,2,2,0,2,4,6,-0.7044056236727184,-1.689368497954768,3,1,13,14,3,4,1,-0.9730181828073765,-0.2886528311122454,-1.28417561989079,-2.411166932760057,1,4,1,-0.3173114853179513,-0.7951632272572445,0,-0.9051272461567784,0,0,1,0,2,1,3,3,6,0,2,0.7112652376631283,2,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,5,0,8,4,109500
157,5,3,0.14894716776567027,1,3,3,0,0,0,23,2,2,0,5,7,4,1.2497182507006692,1.2178427314346332,1,1,12,13,2,4,2,-0.9730181828073765,-0.2886528311122454,0.4680830531385582,-0.6462802045439998,1,0,1,-1.0056187349511492,1.940990975064307,0,0.8614809867188365,0,0,2,1,4,1,0,6,6,1,3,0.9685973210892723,2,-0.7521758378613592,0.42787709127187584,-0.3593249004055313,0,-0.2702083542015609,0,0,4,4,6,5,269500
158,5,1,0.20396906269149348,1,3,3,0,0,0,21,2,2,0,5,6,4,1.084114532533433,0.9755751289855163,1,1,12,13,2,4,2,-0.4861140037846491,-0.2886528311122454,0.45676355266679236,-0.151473460328387,1,0,1,-0.44410492603985613,1.395593403747281,0,0.8215038607593668,0,0,2,1,3,1,2,6,6,1,2,0.959239790782867,2,-0.7521758378613592,1.3488635024443736,-0.3593249004055313,0,-0.2702083542015609,0,0,4,4,8,4,254900
159,5,3,0.8880846451389784,1,0,1,0,0,0,8,2,2,0,5,6,4,1.1172352761668802,1.0240286494753397,1,1,12,13,2,4,2,-0.8480022449501897,-0.2886528311122454,1.7381310060706827,0.7628929195354874,1,0,1,0.5935311908883858,1.6568342572352683,0,1.8018952830987436,1,0,2,1,4,1,2,7,6,1,2,0.4820057451562002,2,1.1553093316070355,1.2884709508920786,-0.3593249004055313,8,-0.2702083542015609,0,0,2,0,6,5,320000
160,0,3,0.06045111454253383,1,0,3,0,1,0,24,2,2,0,2,5,5,0.421699659864488,-0.04194880130077408,1,1,9,10,3,4,2,0.4745347818547861,-0.2886528311122454,0.01077523407921921,0.3980584537543904,1,4,1,0.17951179261277803,-0.7951632272572445,0,-0.5396220945273409,0,0,2,0,3,1,3,4,6,0,2,0.20127983596404322,2,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,5,2,8,4,162500
161,5,3,0.3178212897146905,1,0,3,0,4,0,16,2,2,0,5,8,4,1.0509937888999856,0.927121608495693,1,1,12,13,2,4,2,1.2553360779452858,-0.2886528311122454,-0.025447167430431402,1.1733316935392215,1,0,1,1.0593030139484445,1.7164155045220022,0,2.1940518520344945,1,0,2,1,3,1,0,8,6,2,3,1.1838205181365926,2,2.440267960412105,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,2,2,8,4,412500
162,0,3,0.1668869112842902,1,3,3,0,0,0,16,2,2,0,2,6,4,1.1172352761668802,0.9755751289855163,1,1,12,13,2,4,2,1.6610895604642255,-0.2886528311122454,-0.5144495878107147,1.102645015794134,1,0,1,0.9790867555325454,-0.7951632272572445,0,0.04861275887628525,0,0,2,0,3,1,2,5,6,1,2,0.2761400784152851,2,-0.7521758378613592,0.3523864018315072,-0.3593249004055313,0,-0.2702083542015609,0,0,4,4,6,5,220000
163,3,3,-0.5027966987236346,1,3,3,0,4,0,17,2,2,0,1,3,5,-0.5056811618720349,-1.398647375015828,1,1,8,8,3,4,1,-0.9730181828073765,-0.2886528311122454,0.7125842633286998,-0.4000169401417593,1,0,1,-0.7261556411151139,-0.7951632272572445,0,-1.2059075271851698,0,0,1,0,1,1,3,2,6,0,0,-2.2129629830885067,2,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,3,1,8,4,103200
164,2,4,-0.5128189018066625,1,3,3,0,0,0,17,2,2,0,2,5,6,-1.4993034708754525,0.927121608495693,1,1,8,8,3,2,0,-0.16151121776949748,-0.2886528311122454,0.47940255361032397,0.20880057463044632,1,2,1,-0.035260770242693494,0.2750076374698615,0,0.1913882087315343,0,0,2,0,3,1,2,3,6,0,1,-1.2023497099967417,2,-0.7521758378613592,-0.704483250333654,2.635852677055232,0,-0.2702083542015609,0,0,9,1,8,4,152000
165,14,3,-0.04117402471936915,1,3,3,0,4,0,7,2,2,1,0,4,6,-1.0356130600071909,0.6848540060465762,1,1,13,14,3,2,0,-0.20318319705522642,0.8337302233847083,-1.0306188093232358,-0.9427082079911412,1,2,1,-0.9176396128175824,0.4583345521982737,0,-0.3054703567647324,1,0,2,0,4,2,3,4,6,0,0,-2.2129629830885067,2,0.36517949153435314,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,8,2,8,4,127500
166,0,3,0.019159637840458852,1,0,3,0,4,0,4,2,2,0,2,4,4,-0.5388019055054822,0.3941328831076361,3,1,13,14,2,4,1,-0.141771859160468,4.473723886311293,-0.22014257554480343,1.2759413870401553,1,0,1,1.8226512795190961,-0.7951632272572445,0,0.6692100475804345,1,0,1,0,2,1,3,5,6,3,1,-0.795297141668114,2,3.046832282084063,-0.704483250333654,-0.3593249004055313,0,2.27741072775158,0,0,10,3,0,4,190000
167,5,3,0.004527221339238107,1,3,3,0,4,0,16,2,2,0,5,7,4,1.1834767634337746,1.072482169965163,1,1,12,13,2,4,2,1.8519033603515105,-0.2886528311122454,-0.6185889921509602,1.19613384765054,1,0,1,1.1576326210389012,0.4675008979346943,0,1.2288898110130109,1,0,1,1,3,1,0,6,6,1,3,1.4785827227883575,2,0.6684616523703322,1.1072932962351938,-0.3593249004055313,0,-0.2702083542015609,0,0,10,1,6,5,325624
168,5,3,-0.2277874461253488,1,0,3,0,4,0,8,2,2,0,5,6,4,1.084114532533433,0.927121608495693,1,1,12,13,2,4,2,-0.9730181828073765,-0.2886528311122454,0.617500459365867,-0.4957859874092973,1,0,1,-0.834835733162461,1.2214328347552894,0,0.38937016586414636,0,0,2,1,3,1,2,5,6,1,2,-0.15430631567935563,2,0.04593511170700675,0.020227368293885106,-0.3593249004055313,0,-0.2702083542015609,0,0,4,1,8,4,183500
169,0,3,0.6165831636197524,1,0,3,0,0,0,23,2,2,0,2,7,5,0.32233742896414624,-0.18730936277024413,3,6,9,10,2,4,1,-0.9730181828073765,-0.2886528311122454,2.532759939188643,1.4332762504082532,1,4,1,1.4086318812434884,-0.7951632272572445,0,0.3646224212225698,0,0,2,1,2,1,3,4,6,1,2,0.17788601019803013,2,3.8289810126610617,0.2617975745030648,-0.3593249004055313,0,-0.2702083542015609,0,0,0,0,8,4,228000
170,4,4,0.18452598871041934,1,0,3,0,4,0,17,1,2,0,0,4,5,-1.0024923163737438,-1.689368497954768,1,1,8,8,3,4,1,-0.1834438384461969,-0.2886528311122454,-0.4691715859236514,-0.76941183674512,1,4,1,-0.7986090358133452,-0.7951632272572445,22,-0.25407119481684276,0,0,1,1,2,1,3,5,6,0,2,0.87502201802522,2,1.1393471126156682,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,4,1,8,4,128500
171,0,3,2.130036051187797,1,0,3,0,0,0,12,2,2,0,2,5,4,-0.373198187338246,-1.2048332930565346,3,1,3,10,3,4,1,0.4284762784337173,-0.2886528311122454,-0.2857956782810452,0.051465711262348245,1,1,1,1.2766631980431384,-0.7951632272572445,0,0.2675351153210005,1,0,1,0,3,1,3,5,6,2,2,0.2574250178024746,1,0.9238571562322093,0.23160129872691734,-0.3593249004055313,0,-0.2702083542015609,0,0,4,4,8,4,215000
172,12,3,-0.5222397727047087,1,0,3,0,4,0,22,2,2,4,5,6,6,0.5210618907648297,0.10341176016869598,1,1,6,6,2,2,2,0.11264654068924543,1.0445646093123129,-0.4827549864897704,0.014982264684238538,1,2,1,-0.2552085755766101,0.8158220359186774,0,0.4788427811067691,1,0,2,0,2,1,2,3,6,1,2,0.14513465412561183,2,2.767493449735135,-0.1760484242510734,-0.3593249004055313,0,-0.2702083542015609,0,0,5,0,8,4,239000
173,0,3,-0.03205381991381376,1,0,3,0,4,0,12,2,2,0,2,5,4,-0.34007744370479875,-1.156379772566711,1,1,14,15,3,4,1,-0.3413587073184328,2.0305254140914046,0.30055444615642407,0.6944864572015318,1,4,1,0.5159025537117093,-0.7951632272572445,0,-0.2921446481115758,1,0,1,1,3,1,3,4,6,1,2,0.14513465412561183,2,-0.7521758378613592,-0.40252049257217937,-0.3593249004055313,0,-0.2702083542015609,0,0,5,2,0,4,163000
174,0,3,0.1903388664985755,1,0,3,0,4,0,23,2,2,0,2,5,4,0.4879411471313825,0.05495823967887263,1,1,12,10,3,4,1,2.0931621877952042,1.0011575298566295,-1.28417561989079,1.2508590175177048,1,4,1,1.2637250918470257,-0.7951632272572445,0,0.2580167519973172,1,0,2,0,3,1,3,5,3,1,2,0.6691563512843048,2,0.7801971853099035,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,10,2,8,4,184000
175,0,3,0.21028305063380107,1,3,3,0,0,0,7,2,2,0,2,5,6,-0.7044056236727184,0.781761047026223,1,1,14,15,3,4,1,0.07316782347118644,-0.2886528311122454,0.35715194851525317,0.3296519914204347,1,4,1,2.5756490601328577,-0.7951632272572445,0,1.2231787930188007,1,0,2,0,4,1,2,5,6,1,2,0.4820057451562002,2,-0.7521758378613592,-0.2666372515795158,0.2789916324959429,0,-0.2702083542015609,0,0,5,1,8,4,243000
176,5,3,-0.04889112109330064,1,0,3,0,0,0,4,2,2,0,5,5,4,0.554182634398277,0.2003188011483427,1,1,9,10,2,4,2,0.8495825954263464,-0.2886528311122454,-0.5597275896977779,0.21336100545271006,1,4,1,0.0035535483456447282,1.2580982177009719,0,1.0366188718746088,0,1,2,1,4,1,3,6,6,1,2,0.2246736617300563,2,-0.7521758378613592,2.737892188147157,-0.3593249004055313,0,3.1744597002702917,0,0,8,1,8,4,211000
177,4,3,0.3140128525431399,1,3,3,0,4,0,19,2,2,0,0,4,4,-0.4394396746051405,-1.3017403340361813,1,1,8,8,2,2,1,-0.8480022449501897,2.445993174595802,-0.02997496761913773,-0.012380320249343739,1,0,1,0.23126421739722897,0.7356165107249971,0,0.7701046988114771,1,0,2,0,4,1,2,6,6,1,2,-0.10283989899412684,2,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,6,0,8,4,172500
178,0,3,0.6921505748657829,1,0,3,0,1,0,22,2,2,0,2,8,4,1.216597507067222,1.1693892109448099,3,1,12,13,0,4,2,3.2029527940361957,-0.2886528311122454,-0.5778387904526032,2.6417904183081373,1,0,1,2.7723082743137715,-0.7951632272572445,0,1.3678579155387864,1,0,2,0,1,1,0,7,6,1,3,3.2424771855457433,2,-0.7521758378613592,0.2014050229507699,-0.3593249004055313,0,-0.2702083542015609,0,0,6,3,6,5,501837
179,1,4,-0.20012616561619176,1,3,3,0,4,0,17,2,2,0,2,4,5,-1.5986657017757941,1.0240286494753397,1,1,13,14,2,4,1,-0.9730181828073765,-0.2886528311122454,0.9072796714430719,-0.2039184147844197,1,4,1,-0.5036202145419747,-0.7951632272572445,0,-1.0421916780178175,0,0,1,0,2,1,3,3,6,0,2,0.03284429044874903,0,-0.7521758378613592,-0.704483250333654,2.6522197676424497,0,-0.2702083542015609,0,0,6,1,8,4,100000
180,12,1,-0.8418478290224687,1,3,3,0,4,0,21,2,2,3,5,5,4,0.9516315579996439,0.7333075265363995,1,1,8,8,2,4,2,-0.016755921303281227,-0.2886528311122454,-0.5597275896977779,-0.6873240819443732,1,0,1,-1.0185568411472619,0.9372761169262505,0,0.01815399624049879,0,0,2,1,3,1,2,3,6,1,2,-0.15430631567935563,2,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,5,1,8,4,177000
181,6,3,-0.29353309835001185,1,3,3,0,4,0,6,2,2,0,5,6,5,-1.6980279326761358,-1.689368497954768,1,1,11,12,3,4,0,-0.20098993498755646,-0.2886528311122454,-0.2857956782810452,-0.6029561117324945,1,2,1,-0.6769908375698854,1.2695561498714976,0,0.545471324372552,0,0,1,1,4,1,3,7,6,1,1,-1.2023497099967417,2,-0.7521758378613592,-0.704483250333654,0.29535872308316014,0,-0.2702083542015609,0,0,6,0,8,4,200100
182,0,3,-0.14600626896784108,1,3,3,0,4,0,7,0,2,0,2,4,5,-0.47256041823858774,1.0240286494753397,3,1,13,14,3,4,2,-0.9730181828073765,-0.2886528311122454,-1.28417561989079,-2.411166932760057,1,0,1,0.45897488644881324,-0.7951632272572445,0,-0.3340254467357822,0,0,1,0,3,1,3,5,6,1,1,-1.0339141644814476,2,0.1736328636379453,-0.704483250333654,-0.3593249004055313,9,-0.2702083542015609,0,0,5,1,8,4,120000
183,4,4,0.09111905597659924,1,3,3,0,4,0,17,2,2,0,0,6,4,1.0509937888999856,0.8786680880058696,1,1,12,13,3,4,2,-0.9730181828073765,-0.2886528311122454,1.799256308618218,0.6944864572015318,1,0,1,0.5159025537117093,0.8547790052984651,0,1.078499670498815,0,0,2,1,3,1,2,4,4,0,2,0.05155935106155949,0,1.4825348209300655,2.888873567027894,-0.3593249004055313,0,-0.2702083542015609,0,0,5,2,8,4,200000
184,4,3,-0.30856640297455373,1,0,3,0,4,0,3,6,1,0,0,4,7,-2.095476856277503,0.2972258421279894,1,1,0,10,3,4,2,-0.9730181828073765,-0.2886528311122454,-0.14316997233679588,-1.261938365549601,1,2,1,-0.5864240941970963,-0.07102191408001644,0,-0.5015486412326078,0,0,1,0,3,1,3,3,6,0,2,0.4820057451562002,2,0.07785954968974139,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,5,0,8,4,127000
185,7,4,1.2460777392647353,1,1,3,0,4,0,17,0,2,0,3,9,8,-2.6254087544126588,0.3941328831076361,1,7,13,14,2,2,0,-0.9730181828073765,-0.2886528311122454,1.2219617845581614,0.11303152736290836,1,0,1,0.9195714670304268,2.683464979714376,23,3.983504156886949,0,0,2,1,4,1,0,10,6,2,3,1.7171997456016908,2,-0.7521758378613592,3.221032600565516,-0.3593249004055313,0,7.085593220451873,0,0,5,0,8,4,475000
186,8,3,-0.05710932762138353,1,0,3,0,1,0,11,2,2,0,7,6,4,0.6204241216651715,0.2972258421279894,1,1,6,6,3,4,2,0.36706494053895883,-0.2886528311122454,0.022094734550985026,0.2977289756645887,1,0,1,0.1406974740244398,-0.7951632272572445,0,-0.5681771844983907,1,0,2,0,3,1,2,4,6,0,2,0.1123832980531935,2,0.5886505574134956,-0.29683352735566326,-0.3593249004055313,0,-0.2702083542015609,0,0,5,3,8,4,173000
187,4,3,-0.010706527346964314,1,3,3,0,4,0,17,2,2,0,0,4,6,-1.8305109072099248,0.10341176016869598,1,1,6,6,3,4,1,-0.9730181828073765,-0.2886528311122454,0.20999844238229756,-0.9062247614130314,1,0,1,-0.9176396128175824,0.8181136223527826,4,0.2675351153210005,0,0,2,1,3,1,3,6,3,0,1,-1.370785255512036,0,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,4,-0.2702083542015609,0,0,7,3,8,4,135000
188,10,3,-0.3506596559232709,1,3,0,0,4,0,20,1,2,2,6,4,4,0.25609594169725175,-0.2842164037498908,1,1,9,10,3,4,1,1.408864422682182,-0.2886528311122454,-1.28417561989079,0.06514700372913938,1,4,1,0.15881082269899763,-0.7951632272572445,0,-0.5548514758452341,2,0,0,2,2,2,3,4,6,2,2,0.2574250178024746,2,0.20555730162067995,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,5,3,8,2,153337
189,11,3,-0.5606248105127056,1,3,3,0,4,0,22,2,2,4,2,7,4,0.9847523016330911,0.8302145675160463,1,1,5,5,2,4,2,1.5558129812160681,-0.2886528311122454,-0.2880595783753983,1.2212162171729906,1,0,1,1.1136430599721179,-0.7951632272572445,0,0.14760373744259125,1,0,1,1,0,1,0,3,6,1,2,0.9779548513956775,2,-0.7521758378613592,1.1072932962351938,-0.3593249004055313,0,3.748571042682267,0,0,7,2,8,4,286000
190,6,3,0.005328997585880339,1,3,0,0,4,1,6,2,2,0,5,7,7,-1.3005790090747689,0.44258640359745943,3,1,3,3,2,4,1,-0.32161934870940334,-0.2886528311122454,-0.025447167430431402,-0.4661431870645832,1,4,1,0.9997877254463258,1.9043255921186246,0,2.306368539253957,0,0,2,1,3,1,2,8,0,2,2,-0.15430631567935563,2,-0.7521758378613592,0.4127789533838021,-0.3593249004055313,0,-0.2702083542015609,0,0,11,1,8,4,315000
191,5,3,-0.30515885392632425,1,0,3,0,1,0,12,2,2,0,5,6,8,0.02425073626312099,0.927121608495693,1,1,6,6,3,4,1,0.399963871554008,-0.2886528311122454,-1.0600495105498269,-0.7580107596894607,1,2,1,-1.132412175673054,0.9326929440580402,0,-0.0694149463373873,1,0,1,1,4,1,2,5,6,0,2,0.05155935106155949,2,-0.7521758378613592,-0.2213428379152946,-0.3593249004055313,0,-0.2702083542015609,0,0,5,1,8,4,184000
192,0,3,-0.15031581629354307,1,0,3,0,4,0,5,2,2,0,2,6,4,0.9185108143661966,0.6848540060465762,1,1,12,13,2,4,2,0.25520857508779177,-0.2886528311122454,0.687681362290815,0.8518213205696299,1,0,1,0.6944484192180651,-0.7951632272572445,0,-0.1607912342447467,1,0,2,0,3,1,2,4,6,0,2,0.9030946089444356,2,-0.7521758378613592,-0.1760484242510734,-0.3593249004055313,0,-0.2702083542015609,0,0,8,3,8,4,192000
193,12,4,-0.8012579065362057,1,3,3,0,4,0,7,2,2,3,5,6,4,1.084114532533433,0.927121608495693,1,1,12,13,2,4,2,-0.9730181828073765,-0.2886528311122454,0.9118074716317781,-0.19935798396215595,1,0,1,-0.49844497206352967,0.8983191475464629,0,0.3684297665520431,0,0,2,0,3,1,2,5,0,0,2,-0.4350322248715126,2,-0.7521758378613592,-0.10055773481070475,-0.3593249004055313,0,-0.2702083542015609,0,0,4,0,8,4,130000
194,0,3,-0.33442368692876573,1,0,3,0,4,0,5,2,2,0,2,4,6,0.02425073626312099,-0.6233910471786543,3,1,6,6,3,4,1,-0.11764597641609861,-0.2886528311122454,-0.21108697516739078,-0.4410608175421328,1,4,1,-0.7727328234211197,-0.7951632272572445,0,-1.2401736351504296,0,0,1,0,3,1,3,3,6,0,1,-0.5660376491611858,2,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,4,2,8,4,127000
195,12,3,-0.8255116379971332,1,3,3,0,2,0,13,2,2,3,5,5,5,0.15673371079690998,-0.4295769652193609,1,1,9,2,3,4,1,0.2683681474938114,-0.2886528311122454,-0.629908492622726,-0.4615827562423195,1,4,1,-0.7960214145741227,0.5820802196399519,0,-0.11319941762633035,0,0,2,1,3,1,3,5,6,1,2,-0.15430631567935563,2,-0.057819311736880825,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,6,3,8,4,148500
196,0,3,-0.11032722599226172,1,3,3,0,4,0,21,2,2,0,2,6,4,1.1834767634337746,1.072482169965163,3,1,5,5,0,4,2,1.4965949053889798,-0.2886528311122454,0.07416443672110778,1.5244848668535276,1,0,1,1.457796684788717,-0.7951632272572445,0,0.40079220185256625,1,0,2,0,3,1,0,6,6,1,3,1.4645464273287496,2,0.6125938859005466,1.379059778220521,-0.3593249004055313,0,4.502092179597985,0,0,8,1,6,5,311872
197,7,3,1.4935259333846944,1,3,3,0,0,0,12,0,2,0,5,7,3,-1.7642694199430304,0.24877232163816604,1,1,11,12,2,2,2,1.2992013192986847,0.852333257437144,-0.9672296066813473,0.689926026379268,1,2,1,0.5107273112332642,2.3213943231257623,13,3.0392825151775686,1,1,2,0,4,1,2,6,6,1,2,1.506655313707573,2,-0.7521758378613592,-0.4629130441244743,8.67530910373841,0,-0.2702083542015609,2,0,2,0,8,0,235000
198,7,4,-0.500792258107029,1,3,3,0,0,0,17,2,2,0,3,5,5,-1.9629938817437138,-1.689368497954768,1,1,13,14,3,4,1,-0.9730181828073765,-0.2886528311122454,0.42506895134584805,-0.6896042973555051,1,0,1,-0.6045374428716541,1.3337205700264418,10,1.3583395522151032,0,0,1,0,5,1,3,6,6,0,0,-2.2129629830885067,2,-0.7521758378613592,2.2849480515049447,0.1316878172109873,0,-0.2702083542015609,0,0,6,3,8,0,104000
199,0,3,-0.09278837059696288,1,3,3,0,4,0,16,2,2,0,2,7,4,1.084114532533433,0.9755751289855163,3,1,12,13,2,4,2,1.4132509468175218,-0.2886528311122454,0.13076193907993686,1.4948420665088133,1,0,1,1.4241576086788237,-0.7951632272572445,0,0.3760444572109898,1,0,2,0,3,1,0,5,6,1,3,1.7920599880529327,2,-0.7521758378613592,-0.311931665243737,-0.3593249004055313,0,2.7797581523620583,0,0,0,3,8,4,274900
200,0,4,-0.1975203928146045,1,3,3,0,0,0,7,2,2,0,2,3,4,1.0509937888999856,0.927121608495693,1,1,12,13,3,4,2,-0.9730181828073765,-0.2886528311122454,1.2536563858791059,0.14495454311875436,1,0,1,-0.10771416494092485,-0.7951632272572445,0,-0.7509297603131094,0,0,2,0,2,1,3,3,6,0,2,-0.15430631567935563,2,0.30133061556888385,0.2617975745030648,-0.3593249004055313,0,-0.2702083542015609,0,0,2,4,8,4,140000
201,0,3,-0.03926980613359385,1,3,3,0,4,0,11,2,2,0,2,5,5,0.18985445443035723,-0.3811234447295376,1,1,9,10,3,4,1,0.4328628025690571,1.4414293357642745,-0.659339193849317,0.3159706989536436,1,4,1,0.30112999085623776,-0.7951632272572445,0,-0.4501494792847181,0,1,2,0,3,1,3,4,6,2,2,9.293437633071431e-05,2,1.1473282221113519,0.5486621943764657,-0.3593249004055313,0,-0.2702083542015609,0,0,1,2,8,4,171500
202,4,3,-0.352463652478216,1,3,3,0,0,0,17,0,2,0,0,5,5,-1.5655449581423468,-1.689368497954768,1,1,8,8,3,2,0,0.3802245129449785,-0.2886528311122454,-1.28417561989079,-1.0042740240917012,1,2,1,-0.7701452021818972,0.22459273591954818,0,-0.3911356266778818,0,0,2,0,2,1,3,4,2,0,1,-0.3508144521138655,2,-0.7521758378613592,-0.704483250333654,1.7029285135838468,0,-0.2702083542015609,0,0,4,0,0,4,112000
203,11,4,-0.6092324954653909,1,3,3,0,4,0,5,2,2,4,2,5,4,1.084114532533433,0.927121608495693,1,1,12,13,2,4,2,0.47892130599012595,-0.2886528311122454,-0.8630902023411018,-0.4775442641202425,1,0,1,-0.8141347632486805,-0.7951632272572445,0,-1.270632397786216,1,0,1,0,1,1,2,1,6,1,2,-0.24788161874340794,2,0.4370094769955061,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,0,2,8,4,149000
204,4,4,-0.7032407603841927,1,3,3,0,4,0,17,2,2,0,0,4,6,-0.8037678545730602,-1.689368497954768,1,1,0,0,3,4,1,-0.2887204176943542,-0.2886528311122454,-0.36050438139469954,-0.76941183674512,1,4,1,-1.1453502818691668,0.4972915215780613,0,-0.4406311159610348,0,0,1,1,2,1,3,3,6,0,1,-1.0900593463198789,2,-0.7521758378613592,-0.1760484242510734,-0.3593249004055313,0,-0.2702083542015609,0,0,3,3,8,4,110000
